"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HBEGF",-0.243472478998387,2.82589076257204,-5.93232244820101,1.29387679942074e-08,8.17845401039128e-08,8.8383102173999
"TPD52",0.243422406877313,3.42206097873745,9.41694035691767,1.15040091015844e-17,3.13690510698278e-16,29.3362193368168
"FZD9",0.24334124093053,2.03840531231185,2.17047450943257,0.0311476627388234,0.056976811170119,-5.05532216155377
"CARD6",-0.243339352484483,2.76009244769395,-3.54144615702393,0.0004949645096134,0.00134930057267581,-1.29721817415121
"C6orf103",-0.243027837091778,0.897692903018904,-0.924482056094599,0.356348153937587,0.461038245977606,-6.95930005550224
"TSPYL2",-0.242988499383903,3.23066165060281,-9.49490311041436,6.87256236777145e-18,1.93420397029277e-16,29.8456125470659
"CNTN6",-0.242955752463143,0.256170772749037,-1.3929574750276,0.165177225540382,0.24284884516739,-6.4195906072617
"GOLGA6L10",-0.242949986485333,2.70285332747927,-3.54016246720306,0.000497234704098286,0.00135493935392624,-1.30149981527856
"NRP1",-0.24291614205989,3.34401685512954,-6.90456474902413,6.51755042355235e-11,6.01351458722543e-10,14.0121151768627
"TPPP3",-0.242812242596732,3.1501934524101,-2.97101716542429,0.00333139688083941,0.00766422862721713,-3.06240262597057
"C15orf26",-0.242735882584222,1.36949685280943,-0.958251863871679,0.339091357612801,0.442697113524817,-6.92761258392759
"VSTM2A",0.242716217650735,0.0534249988216464,2.01587792423511,0.0451491414404523,0.0790718189784941,-5.37233935799546
"GOLGA2B",0.242713110480862,3.00249888058133,4.89752986381893,1.99636204189174e-06,8.61243663159076e-06,3.95222753163984
"CCK",0.242682352281334,0.35089500037339,1.1807784404141,0.239091426493547,0.332597562601283,-6.69070187231
"SFRP2",0.242579976507437,2.55687945992413,1.33848838060994,0.182255081283241,0.264103418879518,-6.49338016221381
"EIF4EBP1",0.242500694004613,3.33268135056149,7.18726356379142,1.28115559788852e-11,1.32460576978202e-10,15.6086001711951
"KLHL3",-0.242491980111215,2.76355240955226,-3.37446320036489,0.000888066821254109,0.00230373770791601,-1.84261966526189
"USP2",-0.242455805770933,2.56613752711012,-2.88384565965755,0.00435810182986007,0.00977952226876506,-3.30737248183305
"E2F3",0.2424553313293,3.18903122794012,9.29924977303003,2.49633843943634e-17,6.44919434526688e-16,28.5703177928788
"SFMBT1",0.242227523559889,2.94644641755008,5.42350748694236,1.67410704418922e-07,8.66108627662566e-07,6.3490034267746
"CGREF1",-0.242217995986137,2.66143997957849,-2.10895750103227,0.0361911892008349,0.0651299750494255,-5.18415285861491
"RCSD1",-0.242208807582014,2.70655245583721,-3.83251353518337,0.00016976241595024,0.000509742578425462,-0.291414486227931
"ZFYVE28",-0.242205153580901,2.76199164572601,-4.38033888711716,1.90947244626567e-05,6.86490263420153e-05,1.78466407367102
"SUCNR1",0.242096275411696,0.2008801601754,1.39086051051366,0.165811411942899,0.243619862089808,-6.42248481631447
"ZNF425",-0.24208140475231,2.62969220893883,-4.19123305760147,4.1610280893939e-05,0.000140098374318089,1.0416804537787
"APLN",0.242068045293784,2.65842695186881,3.0619745020447,0.00250075307160282,0.00590839197395574,-2.79968602839445
"D4S234E",-0.242064749394419,2.87915115191035,-2.08584898763124,0.0382592935207398,0.0683295999748913,-5.23163228096225
"FOXJ2",-0.242061056169687,3.13496002445483,-9.09011192582723,9.79986358321849e-17,2.32325942429924e-15,27.2187746536851
"ADM",0.241972671491117,3.14168073566394,4.96086716268322,1.49530856352172e-06,6.60788659287853e-06,4.23085457289842
"EIF2C2",0.241867319876518,2.95413130164979,7.81581583857635,3.03587720940002e-13,4.10576923802817e-12,19.2888582333664
"ZNF462",-0.241815196984068,2.82763501730317,-2.85373804823755,0.00477504275258578,0.0106170017110621,-3.39042260830652
"SOX14",0.241784376118903,0.13288650895338,1.5982136142443,0.11157224580042,0.173744323543605,-6.11566450405015
"C1orf129",-0.241746478904677,0.495710208656175,-1.06183775190665,0.289588351670698,0.389422414048464,-6.82339386498687
"FRZB",-0.241633850820904,2.92221209811017,-3.26940044996263,0.00126865505409454,0.00318364483126515,-2.1737290255551
"SMARCA2",-0.241511723408798,3.33481688772777,-6.11813571179539,4.89346396347085e-09,3.32910845131334e-08,9.78652195001425
"ATF3",-0.241447577252414,3.23001026037312,-5.19457999586891,5.03211933242202e-07,2.40574701465329e-06,5.28291553773195
"DTYMK",0.24137232156165,3.28014977330093,10.0280649399746,1.95094280839656e-19,6.74330163499125e-18,33.3694361231873
"KIF7",-0.241321190662103,2.90772479463098,-4.41353038009508,1.66110008065683e-05,6.04202666521944e-05,1.91786739174183
"CCDC111",-0.241288609290054,2.78873306984825,-3.43039834933794,0.000731898966789139,0.00193448269671668,-1.66252777370294
"AHNAK",-0.241155401776212,3.69277227239204,-10.1639254273344,7.79349202656416e-20,2.8296695104017e-18,34.2777373896404
"GCET2",-0.241146386260307,1.51639673438586,-1.83717052490127,0.0676668593168258,0.112690486123418,-5.71073089277369
"SPINLW1",-0.241127265836451,1.30366985768721,-1.06564568463136,0.287867105648502,0.387495661050299,-6.81936117740638
"IDH2",0.241122573872117,3.55216688680099,10.2741706349217,3.69122999073797e-20,1.37744399154372e-18,35.0176161214031
"GPR172A",0.241026386092803,3.42240517575439,12.7798321064161,9.72437318583381e-28,9.28700682785484e-26,52.3186287892085
"LOC285419",0.240946044196098,1.16950908143889,1.20721125800489,0.228774916114198,0.320208608364048,-6.65932725198228
"SMTNL2",-0.240933264731549,2.52793498648399,-1.98810137261817,0.0481627820431839,0.0836157681530282,-5.42691836294765
"HSD17B11",-0.240809851393856,3.19078909475205,-5.75506661143155,3.21201390289414e-08,1.88978955203561e-07,7.95291807087918
"LRRC43",0.240769545183687,2.12771457318466,1.51703449394633,0.13083514578301,0.199188502770734,-6.24074188555053
"AMDHD1",-0.240714108473882,1.16057453915291,-1.26498908860835,0.207345438918592,0.29517611724822,-6.58836540357656
"ARHGEF37",-0.240709236943054,2.96743173161519,-4.64364202909143,6.18899819873716e-06,2.44742989923614e-05,2.86386373721584
"RNF128",0.24068701226667,1.36665203348485,1.05013150376376,0.294923420512297,0.395172674163395,-6.83570165204224
"CEACAM22P",0.240666738139759,-0.0277376753069905,1.86389667604078,0.063800032024756,0.107154062788036,-5.66204914891497
"KIR3DL2",-0.24058641691097,0.343499821227332,-1.3537144152353,0.177353534841073,0.258077056656734,-6.47304428205468
"GGN",0.24055472494855,1.77721054261804,2.13638751812931,0.0338616214596881,0.0614172397870544,-5.12714518549359
"FAM122C",-0.240546767210653,2.24847522362801,-3.28315444475472,0.00121137687467962,0.00305130692520862,-2.13091669724786
"CDK5",0.2404659074399,3.13872222012728,10.2532019100135,4.25581211681296e-20,1.57783499581412e-18,34.8767004760228
"DOCK11",-0.240426078435736,2.75149697549455,-3.4355153094599,0.00071897623578892,0.00190257257089724,-1.64592148449316
"SLC6A17",-0.24039160411992,1.11817656310231,-1.27503052107468,0.20377588952319,0.29073123405422,-6.57569965332781
"PPIF",0.240388045544033,3.397098841266,11.4510601507777,1.11370746788937e-23,6.6594418947889e-22,43.0489904962424
"DNAJC27",-0.240333510207686,2.73762146278136,-7.41415981273926,3.38261691690077e-12,3.86631386797887e-11,16.9170848641834
"SNORD1C",0.240283230686355,2.1082244335772,2.00132988842553,0.0467069449464097,0.0814884543389699,-5.40101596693874
"NLGN4Y",0.240204795003811,0.292595700542174,1.45141995946712,0.148227874171158,0.221484494470044,-6.33718116844302
"FYN",-0.240108016461339,3.21119826466949,-6.77572386768257,1.35096230144735e-10,1.18156429411743e-09,13.2975191036016
"ATP6V0E2",0.24000021654785,3.36411102373832,6.7452077221922,1.60364601654455e-10,1.38453602739457e-09,13.1294950720833
"SNAI1",-0.239978133681066,2.57129336304754,-3.86498654410889,0.000150061051258023,0.000456021752963417,-0.174934493292979
"CXorf21",-0.239889496467344,1.70308740491411,-1.58693635286551,0.11410493071367,0.177198555703697,-6.13342037463265
"PLEKHB1",0.23987280406691,3.21813237419625,4.10647599132737,5.85041680209772e-05,0.000191600437151099,0.7175867120846
"DLG4",-0.23985008597237,3.03489884101914,-6.07405860093435,6.17366207786913e-09,4.12484961973279e-08,9.55977019150735
"TRAT1",-0.239764132989947,1.26620120440723,-1.20517712851909,0.229557296817901,0.321080661357502,-6.66176599182694
"C11orf52",0.239713281474481,2.91376255116587,2.8847718345233,0.00434581975789649,0.00975739431101641,-3.30480496394487
"ARL4C",0.239627280610537,3.33241933309703,5.60186948077112,6.94441340043273e-08,3.86032757054124e-07,7.20321428135079
"C6orf218",0.239509208941038,0.0638500005868028,1.6747036994982,0.0955534701892027,0.152237348022029,-5.99200114173258
"FFAR1",-0.239460979641849,-0.0292936499284334,-2.69442265110835,0.00764984745424328,0.0162043599338228,-3.81646100833883
"NEK6",0.23937415649563,3.28379855784779,10.4873560427149,8.64379241089259e-21,3.5117149369334e-19,36.4551590197887
"NLRP6",0.239344833474023,0.333461812210605,1.43717852594597,0.152228049660456,0.226538247256154,-6.35756183921163
"HHIP",-0.239216722251371,1.75320006852786,-1.09934754098193,0.272936511737176,0.370641124605151,-6.78304820898455
"C5orf20",-0.239189642578373,1.17842214893624,-1.13214805686544,0.258926149448444,0.354771254337091,-6.74663407827966
"CHAD",-0.239189360298775,1.16075090694889,-1.36749614903042,0.173002825726103,0.252658352022517,-6.45444270688246
"NAT8",-0.239145188809179,0.602888177020628,-1.43889255031908,0.151742271578232,0.225998412015739,-6.35511934690405
"TSTA3",0.239039296106823,3.47731014400066,11.8981587554925,4.87987999401663e-25,3.48703765104358e-23,46.1502941401784
"HRH3",0.239035669523763,0.159008299341799,1.23239710949125,0.219245881986216,0.309277127609678,-6.62879599360366
"ZNF827",-0.239001746734014,2.66988310366628,-2.88086706552079,0.00439781641576671,0.00985939311229396,-3.31562452095569
"ADAT3",0.238914608789053,2.7363026317652,4.59306147724113,7.71327003282441e-06,2.99076591170761e-05,2.65258223013505
"MOGAT2",0.238883905631078,0.121767558309257,1.63678486042271,0.103246132388238,0.16254006357464,-6.05400876754458
"TNFRSF25",0.238837332801688,2.9364907604913,5.39598877006378,1.91421258816802e-07,9.80510876059324e-07,6.21903187580471
"POLR2J2",-0.238831444149039,2.88817774302633,-2.26845318882447,0.0243683350105479,0.0457510778717554,-4.84284838607203
"SLITRK6",-0.238782092868042,1.9797643963479,-0.973816495278205,0.331322611890005,0.434440522657177,-6.91262851049078
"KCNE1L",0.238731032694129,0.974805446109114,1.26951828625972,0.205729771318114,0.293269710089935,-6.5826647039565
"ZNF420",-0.238680411700552,2.64777713400445,-2.65730047413286,0.00851258029979228,0.0178461304225046,-3.9124684359943
"RUNX1",0.238647818490272,3.24220758283263,6.61888266343825,3.24519203052161e-10,2.66153295103952e-09,12.4390437366409
"SEPT12",0.238574062495487,0.134701856019531,1.52158071227175,0.129691775849611,0.197731631621813,-6.23390552506345
"KLHL14",0.23830907463991,3.09257245956768,2.47246160261767,0.0142522305886304,0.0282146280176335,-4.37195851383832
"C22orf23",-0.238283783651176,2.49354779539516,-3.46924496887332,0.000638993080669753,0.00170932557660642,-1.53590764690592
"NACC2",-0.23827040378707,2.43891119256292,-3.98883778676393,9.30687246374339e-05,0.000294971354226004,0.277049966071678
"SLC39A12",0.238231642211432,-0.024778520487997,2.17573617386369,0.0307459522503098,0.0563135506086159,-5.04413892624139
"CCDC58",0.238165890701244,3.06850775196499,11.4949295543143,8.20174848308944e-24,5.00828586917379e-22,43.3522884583696
"CTAGE9",0.238023527683925,2.85789331056369,3.82399841681834,0.000175320561156581,0.000525726879146767,-0.321817759737149
"DERL3",0.237985389884548,2.90835003540593,3.73938876388843,0.000240751001882196,0.000702181710656844,-0.620735203100088
"FAM158A",0.237958711296296,3.04546089629579,6.48068115142189,6.95274980756829e-10,5.42831698459158e-09,11.6932791540336
"RPS6KA2",-0.237930332011654,3.26246028438526,-7.95171994089256,1.32343052297278e-13,1.8900388709018e-12,20.1065211592438
"NPHP3",-0.237928424723354,3.02386576768833,-5.80026903344838,2.55168434397465e-08,1.52714556624393e-07,8.17689499382596
"FLNA",-0.237908240845692,3.78536462561464,-10.7956909332158,1.04398790763658e-21,4.88106736120296e-20,38.5490091492421
"DRGX",-0.237854766935934,-0.0242267600991496,-3.21900847020417,0.00150073148552564,0.00371377135758655,-2.32920391436973
"ERO1L",0.237763555789562,3.28792877378081,7.02559687358985,3.26275865246241e-11,3.16704477869797e-10,14.6909018767338
"FGF11",0.237727563788501,2.67285936295188,3.59586618200763,0.000407208137785546,0.00112916625629786,-1.11444826538206
"CST5",0.237686890426681,0.158362350863149,1.50105992297957,0.134915287491786,0.204411876559923,-6.26460503410099
"CACNA2D2",-0.237523757602411,2.51488100302961,-2.06102907245527,0.0405925010366057,0.0719482354110865,-5.28207006485587
"KIAA0319",0.237464656847841,1.7395568294513,1.21743503372587,0.22487154062298,0.31568806012914,-6.64700848431676
"DOK3",0.237396032793475,2.78143888415155,5.46154982376341,1.38989859916859e-07,7.31084486344199e-07,6.52948594612989
"GNRH1",-0.237330300999536,2.12953204746588,-2.90233541503774,0.00411881258449231,0.00929222933162837,-3.25597217547857
"FCGR3A",0.23730886376307,3.14843313179996,4.62860279431409,6.60892237065846e-06,2.59856379885149e-05,2.80084800784639
"CEL",0.237250294223479,2.63972791815701,2.27973894377783,0.023677017353884,0.0446004494791977,-4.81780179604304
"GBP5",0.237239347715002,2.85491307289535,2.59623569168853,0.0101237838359988,0.0208316520044126,-4.06769523973692
"EDN1",-0.23714609602398,2.80982267602262,-3.90132635228338,0.000130589675113242,0.000402741436058608,-0.0435822763373341
"CREB3L1",-0.237086733952916,3.0806041744815,-3.05778594489174,0.00253436726400534,0.00598009774437607,-2.81194266308199
"BREA2",0.237064651352197,1.24915702683302,1.9737602028218,0.0497842788899885,0.0861488195716753,-5.45481287078128
"C2orf34",0.23699336352459,2.94757898633375,8.60701253074065,2.19863610098057e-15,4.16397707432889e-14,24.1468988085957
"H19",-0.236973626585114,3.52592379908278,-3.3672927377376,0.000910199413383135,0.00235508838971283,-1.8655152587409
"SAMD13",-0.236971204514705,2.19875326020013,-2.12660832265849,0.0346768877300665,0.062709680036666,-5.14755000144042
"KAT2B",-0.236911698539847,2.99095250098622,-5.03528521072192,1.06120355181184e-06,4.83074504777075e-06,4.56178889863918
"EVX1",0.236832777381575,0.0099299728940302,2.44232856197373,0.0154604509415388,0.0303944923827267,-4.44391829090867
"ART3",-0.236715122962289,0.934712838470005,-1.05386856354937,0.293213109934109,0.393355313051753,-6.83178722049216
"FABP5",0.236622082800942,2.81613877047467,3.11542864416242,0.00210637199717071,0.00505123195465749,-2.64192859991263
"KIAA1328",-0.236532760545473,2.64995699518865,-7.53932134044814,1.60729896240488e-12,1.94293229702584e-11,17.6487563988972
"YJEFN3",0.236454064357458,2.67199865903797,2.6595464242891,0.00845799176828601,0.0177557028985031,-3.90669508039681
"GPR3",0.236331650954078,2.19300306974367,2.52544891428722,0.0123298673173576,0.0248121083941377,-4.24341027927953
"CLCA1",-0.236254103059658,-0.0208749109061393,-2.22757206500245,0.027022202560829,0.050168085848836,-4.93258721265041
"LOC100132707",-0.236174690223237,2.44849325256099,-5.02564611483307,1.10962979638612e-06,5.02903210496466e-06,4.51870858651226
"ZNF853",-0.236124885402249,3.05151561844867,-4.2684674287306,3.03656415223666e-05,0.000104741191769464,1.34183426618519
"BEX2",-0.236118511240655,2.89835931422832,-1.66989958450115,0.096501734544276,0.153415043776017,-5.99993358963854
"CSTL1",0.2361132330803,0.142261780818952,1.67416126990885,0.0956601602203505,0.152347102552777,-5.99289789905296
"ALS2CR8",-0.236072758888374,2.65579845734291,-4.48312073714269,1.23713699120159e-05,4.62772368845429e-05,2.19982275251821
"HSN2",-0.236041716883787,1.39683623787228,-1.48979612795463,0.137851300105981,0.208046850541913,-6.28128265630884
"REEP6",-0.235954353313906,2.70565919343125,-2.43874535391326,0.015610002980269,0.0306526184033718,-4.45241996183431
"PRDM1",-0.235851651298319,2.97971665577328,-4.33638356782763,2.29368894007552e-05,8.10452846422267e-05,1.60954082388126
"CTSF",-0.235837694498518,3.32935517842232,-5.75232792853293,3.25699030504811e-08,1.9145744351524e-07,7.93938815987691
"ADCY3",-0.235812213552538,3.20494619199479,-7.68827040930468,6.57413586861397e-13,8.36334671012879e-12,18.5283064780371
"DSG2",0.235791912010258,3.44159361549666,7.30757959359993,6.34076601366408e-12,6.94040064863362e-11,16.2995252210991
"EGLN3",0.235725357846569,3.28908820378253,4.41934806513427,1.62089047122015e-05,5.90536320476538e-05,1.94129996026462
"EGFL7",-0.235711840556395,3.20539437083552,-4.94074911402449,1.63953768645087e-06,7.18849519575097e-06,4.14204978998638
"EFEMP2",-0.235700338305828,3.32003666086634,-5.39441108907937,1.92895046997639e-07,9.87056397168465e-07,6.21159536941532
"RPL13P5",-0.235653108348205,1.85146242301749,-2.35787568573469,0.0193439583552474,0.0372301914820049,-4.64116123243182
"HP",-0.235454210264016,2.56364040590552,-1.01463645220242,0.311503600119666,0.413450245658937,-6.87219551511564
"RAB11FIP2",-0.235436343661682,3.11565951860945,-5.80872201501889,2.44387258484575e-08,1.46610528303741e-07,8.21891773316912
"DLL4",-0.235337297147778,2.94510513400807,-6.919905762504,5.9725753207341e-11,5.53858100727624e-10,14.0977542588254
"CBLN3",-0.235317532111174,2.50323702324422,-3.67315121684998,0.000307435701302407,0.000876355717420934,-0.850687089256833
"MXRA7",-0.235207813087126,3.45514273893757,-9.62286672756677,2.94089021731918e-18,8.71498217194099e-17,30.6850957839672
"MFNG",-0.235193485618076,2.87613100998511,-4.83187466273936,2.68607795118667e-06,1.12953165263695e-05,3.66637545771842
"SLMAP",-0.23517351610648,3.27965249853655,-10.4159868303172,1.40661363650765e-20,5.52527707393093e-19,35.9729355408826
"MMP15",0.235127339279506,3.40793879734604,8.26220283724042,1.93499618278819e-14,3.15470130091948e-13,22.0014191821783
"SPEF1",0.235081262978505,2.54312551059242,2.08683176783951,0.0381693210723986,0.0682051954358344,-5.22962322542597
"CPLX1",-0.235027922617404,2.69071005355505,-3.88101233641519,0.000141157027686788,0.000431501102080773,-0.117138611602057
"PDE4A",-0.234926585407935,2.93424813535069,-4.62833473910225,6.61665053773119e-06,2.60058757530371e-05,2.79972632646755
"FAM189A1",-0.234910971380164,2.11724363472223,-1.16408204622974,0.245775908203901,0.340293412547533,-6.71016680132131
"ACVRL1",-0.234904557457151,3.09313905964271,-7.33023274714375,5.55033882469791e-12,6.12848644693083e-11,16.430355779037
"ZSCAN16",0.234846257713543,2.91059025702369,5.38627382706511,2.00673666390966e-07,1.02348141013525e-06,6.17326557394678
"RFX6",0.234607583685548,-0.0250570970168664,2.0922587224962,0.0376757466737363,0.0674428330125664,-5.21851282230385
"CACNG4",0.234558226685334,2.4472023517734,1.15678528820229,0.248738280866586,0.343697632341379,-6.71858761439505
"CCDC122",-0.234549072292657,2.54502897444647,-4.0045773416823,8.75153870316268e-05,0.000278114266531196,0.335361822089453
"?|645851",0.234520923049504,1.28568312191031,1.45553436652184,0.147087400770226,0.220041441196795,-6.33125647549262
"POU2F3",0.234505793315716,2.02675429369268,1.58648196577262,0.11420792641413,0.177317507140083,-6.13413323080456
"RBKS",0.234423616551982,2.81978660291877,5.65007534456444,5.45657054779143e-08,3.08863351428497e-07,7.4375444932446
"NOXA1",0.234422262806855,3.11941442319897,4.35667017886816,2.10795442486889e-05,7.50749197870856e-05,1.6901838193586
"AFARP1",-0.234402366969351,0.561337728121031,-1.71694297094016,0.0875358766305591,0.141114835998592,-5.92130344931514
"EPS8",-0.234358604635751,3.18966941461656,-5.47698015662604,1.28854572113678e-07,6.82225034856207e-07,6.60295741401878
"FLJ40292",0.234244320246377,0.13867561084209,1.73764616827737,0.0838106800173274,0.135914132707964,-5.88602726620887
"C2orf52",0.234161956299381,1.45589816677136,1.81796642120358,0.0705636982087928,0.116858077137195,-5.74529150790635
"KCNK5",0.23415802065944,3.1188117008656,5.17750935892598,5.45526972140382e-07,2.59389193383691e-06,5.20481439891001
"LILRA1",-0.23415314247034,0.565088693203025,-1.49650590047924,0.136096418457596,0.20584544984906,-6.2713626921304
"ZDHHC12",0.23411054829014,3.31262466105982,9.69300877968567,1.84367339796896e-18,5.63761193360737e-17,31.1469899642617
"WDR64",-0.234052547755943,-0.111753612123333,-2.33047214589405,0.020776830649839,0.0396546613397335,-4.70375325460822
"SALL2",-0.23397940941055,3.06061711716358,-3.7528223965924,0.000229010978790266,0.000670950891771249,-0.573662778608174
"BAK1",0.233911513903752,3.21474825439821,10.4182238812683,1.38532739249444e-20,5.46296130844531e-19,35.9880361665511
"SMC4",0.23390282535287,3.40065519213743,9.49920308072675,6.67974213919204e-18,1.88520285499802e-16,29.873753845872
"CYP4F8",0.233867218135256,0.180264607715598,1.55874125105875,0.120636747149347,0.185785913226062,-6.17727650397375
"ZNF643",0.233847946858798,2.37618236550638,4.22930912370497,3.56437562963727e-05,0.000121364788091009,1.18908228847283
"RUNX3",0.233819471206181,2.93581292618259,3.6500624453186,0.000334524273951252,0.000945574224209803,-0.92999949566712
"NUAK1",-0.23375791456624,3.02414953608009,-5.80205126962507,2.52857312274625e-08,1.51421328369866e-07,8.18575149693257
"KRTAP17-1",-0.23374385597767,-0.0429416464034703,-2.21688178682483,0.0277563402181843,0.0514031809334282,-4.95579757330047
"LRRC45",0.233724332073663,3.24934030295188,8.40772109811484,7.76584529223819e-15,1.35841621947823e-13,22.9017926884131
"C6orf118",-0.23368269806763,1.49582387211818,-0.858300805966709,0.391752621683521,0.498875573783154,-7.01813025172316
"DNAH5",0.233634340972539,2.45843472016159,1.56515608975627,0.11912532519983,0.18387548281132,-6.16736593156961
"ST3GAL3",-0.233594567792271,2.92852582781722,-7.08562785012681,2.30908027500984e-11,2.30006310537436e-10,15.0302139998174
"ARHGEF5",0.233548150631646,3.1441332041318,7.43000860969254,3.07958319493855e-12,3.5460960549261e-11,17.0093524985729
"GSN",-0.233315263262353,3.68381957070432,-10.3535391926784,2.15217953314979e-20,8.22933012760937e-19,35.551785606358
"SEPT5",-0.233275066480937,3.05981518150732,-3.94037022678473,0.000112352284627731,0.000350683222976055,0.0987185570475493
"AQP10",-0.233252509563776,0.121794071890627,-1.38762565432265,0.166793348627135,0.244849768207576,-6.42694114465168
"LRP1",-0.233201040360176,3.53872893390997,-10.6594978413041,2.66095736342188e-21,1.15313874903902e-19,37.6221051866755
"KEL",-0.23319936089139,0.849903422633271,-1.36206540834249,0.174707542164169,0.254778671453913,-6.46179480362224
"CELF3",0.233182121782927,0.752270130105422,0.956347308722475,0.340049996852652,0.443749314698427,-6.92942967426487
"SLC4A1",-0.233177536425996,0.113400012285495,-1.35551187501789,0.176781489162195,0.257411936419351,-6.4706286911901
"LOC100133308",0.233065264139549,0.0729519587370874,1.82538137436717,0.0694332696068996,0.115222746919924,-5.73198883098695
"GOLGA8C",0.232990691052355,0.423145255772215,1.14017931250009,0.255573582193877,0.351252438602429,-6.73755694596788
"MSI1",0.232914748280281,3.07745778665777,3.1111998185109,0.00213534291593419,0.00511461964804349,-2.65449930018731
"DENND4A",-0.232892044944011,2.91873479730234,-6.98242585691053,4.17939092041493e-11,3.97634119156191e-10,14.4479630663257
"KCNH5",0.23278841251102,0.238375603906754,1.25571040323142,0.210684281888226,0.299273859039169,-6.59998145442442
"GRAP",-0.23275764370515,2.88554591882936,-4.61915315598422,6.88668202120959e-06,2.69410851115112e-05,2.76133746402292
"CCDC21",0.232732775813869,3.00110062995063,7.36846407447621,4.43112442649765e-12,4.96892533769361e-11,16.6516831903949
"KRT36",-0.232672364574154,0.380048715156468,-1.23410422769813,0.218610543056965,0.308510473642475,-6.62670408858547
"SIGLEC10",0.2326159440089,2.54011648716939,2.65380586387786,0.00859814921593017,0.0180049158110993,-3.92144251438973
"HIST2H2BE",0.232583917610988,3.15621480810648,5.07681107393265,8.75004697435943e-07,4.03945467537954e-06,4.74811120857577
"MGAM",0.232507281118295,0.873137108276411,1.25340314728623,0.211520575739103,0.300271301283457,-6.60285685651698
"OR4F29",0.23249977863594,-0.00187958296178309,1.77795515067606,0.0769288475296298,0.126083221355801,-5.81616855448058
"MEF2A",-0.232471555804941,3.23811950583179,-7.03025540434188,3.17657567482198e-11,3.09531800886546e-10,14.717171121311
"CCDC125",0.232365279871218,3.06174991510157,7.93697839100523,1.44864617755022e-13,2.05865085499397e-12,20.017473493796
"MICB",0.23220675992399,2.73625154133961,3.69549597160141,0.000283201066928381,0.000813048112220232,-0.773514777493707
"MSH5",0.23219062824489,2.98283152444988,5.87578002716281,1.73264734544046e-08,1.07034263206532e-07,8.55382146819048
"DGKE",-0.232107190480654,2.92467886436034,-5.15505214642533,6.06489047704584e-07,2.86147525176658e-06,5.10236764118664
"NR2E1",0.232073827400226,0.120578551026602,1.4572095859764,0.14662498749881,0.219414831656655,-6.32883947766141
"SPON1",-0.23204637741134,3.29164978885836,-2.35577592526773,0.0194505887258608,0.0374032649503598,-4.64598175462137
"KCNV2",-0.2320362112169,0.086790567357228,-1.71136550638406,0.0885621414949832,0.142529806985497,-5.93073670718267
"TUBA4B",-0.23198393782245,1.66504970180481,-0.819360601361278,0.413554876906786,0.52097676447541,-7.05071904052899
"PPM1F",-0.231970442093377,3.19492326321058,-10.064034175717,1.5307299720305e-19,5.38320063985803e-18,33.6095261269768
"C3orf59",-0.231947269525063,2.75623400981607,-3.56435264259023,0.000456056133147199,0.00125084893685167,-1.22058557151762
"ZNF34",-0.231946254995989,2.76897415461617,-8.30249866445758,1.50385193088701e-14,2.5065442728953e-13,22.2499828564523
"TMEM156",-0.231848603304478,1.34761242147828,-1.26442583194464,0.207547012036187,0.29540046896039,-6.58907294793906
"ARHGAP39",0.231837280583844,3.18019762840751,8.16176884729741,3.61788019089764e-14,5.67787412202323e-13,21.3844846647314
"APOBEC3D",-0.231791029363566,2.55804177800493,-2.76194337155624,0.00628053381803729,0.0135734702882099,-3.63866469752583
"SLCO6A1",0.231786818811551,0.212024089823711,1.6368481841817,0.103232884030399,0.162531904531336,-6.05390636797629
"GPR25",0.231755220137932,0.251881224080227,1.30677572101792,0.192787726062487,0.277173620710986,-6.53501001185199
"OR52D1",0.231746019784906,-0.108200584924433,2.95918442896307,0.00345635801347607,0.00793088935658804,-3.09604731082038
"RPH3A",0.231628386431324,0.12602173272254,1.71843374687423,0.0872632140535463,0.140709052283989,-5.91877702828644
"LOC220930",-0.231583547482674,2.70797788220121,-4.45430553816087,1.398262887254e-05,5.17662969705223e-05,2.08263549268896
"UBL3",-0.231556512703472,3.26089570211336,-8.8507097096271,4.61846704779581e-16,9.83792066386187e-15,25.6873756176521
"ATP2B2",-0.231542280161621,2.43973465451935,-1.25317657158084,0.21160283113275,0.300345752634785,-6.60313894426467
"CATSPER2P1",0.23152195649645,2.13183480617133,4.58366469344336,8.03374287638711e-06,3.10070777058181e-05,2.61353657055698
"MYO10",0.231519636151261,3.43455585601517,8.61699409153763,2.06327255272977e-15,3.9223589820809e-14,24.2096145365533
"KLRC4",-0.231454100111509,0.138634208705796,-1.51040709849965,0.132516022396645,0.201321650129282,-6.25067199601086
"CNTLN",-0.231446589667571,2.90276999475524,-5.48153821024967,1.26001043909203e-07,6.68522126333425e-07,6.6246898540773
"NR2F6",0.231388944848023,3.50129320999936,9.25535902129383,3.32945808724157e-17,8.43923395169872e-16,28.2856545646892
"PPP1R3F",-0.231301619006276,2.67707836603954,-4.87770641351636,2.18415667333971e-06,9.33862531815586e-06,3.8655993881394
"OTUD1",-0.231224881430511,3.01196907884588,-6.16371102182616,3.84388639864564e-09,2.66087787080413e-08,10.0221582058586
"RNASEL",-0.231160805854047,2.88732555200098,-5.23581112261102,4.13736933527308e-07,2.00703248616004e-06,5.47236124774552
